text,label,group_id
короче пап закажи пиццу,0,neg_cmd_to_person__20
мм мама включи свет,0,neg_cmd_to_person__38
хм мм у меня болит голова,0,neg_statement_random__35
убавь радио д работы!,1,pos_cmd_media__10
эм м пауза,1,pos_dialog_control__16
я давно небыл в отпуске,0,neg_misc__34
слушай сестра…,0,neg_smalltalk_to_person__18
останови будльник на 1 час пожлуйста!,1,pos_cmd_timer__05
… инфуренс модели пожалуйста,1,pos_help_tech__18
ну прибавь плейлист для рмботы пожалуйта,1,pos_cmd_media__12
так бабушка ты где,0,neg_smalltalk_to_person__37
"коллега, посмотри что там",0,neg_cmd_to_person__35
ну какой сегодня день недеи пожалуйстк,1,pos_q_info__07
ну ээ бабушка как дела?,0,neg_smalltalk_to_person__15
"ну, у меня закончился кофе.",0,neg_statement_random__38
сколько будет 17 умножить на23,1,pos_q_info__12
м исправь этот текст официально,1,pos_cmd_text__20
ну переведи письмо простыми словами.,1,pos_cmd_text__14
м хм проверь абзац,1,pos_cmd_text__00
короче в холодильнике почти ничего нет,0,neg_misc__06
эм Катя ты где,0,neg_smalltalk_to_person__07
эм м сергей…,0,neg_smalltalk_to_person__10
ну мам скинь файл пожалуйста,0,neg_cmd_to_person__05
останови напоминание на…,1,pos_cmd_timer__15
короче какая погода завтра,1,pos_q_weather__21
"ээ, Петя, ты скоро?",0,neg_smalltalk_to_person__06
слушай кажется начался дождь.,0,neg_statement_random__12
ну саша как дела,0,neg_smalltalk_to_person__08
"эм, Игорь, скинь файл",0,neg_cmd_to_person__16
мм так мне нравится этот фильм,0,neg_misc__20
я люблю эту песню в общем,0,neg_statement_random__18
хм ээ какой курс евро к доллару,1,pos_q_info__22
мм м мне нравится этот фильм если честно,0,neg_statement_random__16
"хм, убавь трек на 30 процентов.",1,pos_cmd_media__02
стоит ли погоду на завтра пожалуйста,1,pos_mix__03
мм поставь будильник в 7 30,1,pos_cmd_timer__06
мм ну отмени будильник на 10…,1,pos_cmd_timer__21
слушай у меня…,0,neg_statement_random__34
коллега открой окно,0,neg_cmd_to_person__34
у меня завра много дел в хбщем,0,neg_statement_random__27
объясни погоду на завтра,1,pos_mix__01
мы встречемся в семь вечера,0,neg_statement_random__28
какой сегодя фень недели!,1,pos_q_info__20
хм эм стоп!,1,pos_dialog_control__07
м сколько будет 17 умножить на 23,1,pos_q_info__21
"рм эм, отмени таймер на 10 минут",1,pos_cmd_timer__04
м м сколько сейчас времени,1,pos_q_info__27
м Игорь что нового,0,neg_smalltalk_to_person__15
скажи погоду…,1,pos_mix__19
эм кажется…,0,neg_statement_random__16
хм м получится ли пример на python,1,pos_mix__18
прибавь трек на 30 процентов,1,pos_cmd_media__23
я сегодня очень устал.,0,neg_statement_random__28
м слушай дед что нового,0,neg_smalltalk_to_person__15
выключи радио погромче,1,pos_cmd_media__02
Саша оыключи свет,0,neg_cmd_to_person__23
"хм, как ускорить инференс модели пожалуйста!",1,pos_help_tech__22
короче мм я сегодня очень устал,0,neg_misc__15
мм мм вчера было холодно,0,neg_misc__17
… сколько будет 17 умножить на 23 пожалуйста,1,pos_q_info__07
слушай останови будильник на 10 минут.,1,pos_cmd_timer__10
поставь таймер в 7 30 пожалуйста,1,pos_cmd_timer__04
так можно ли расписание на завтра пожалуйста,1,pos_mix__00
м ээ бабушка помоги с кодом,0,neg_cmd_to_person__25
кажется начался дождь в…,0,neg_statement_random__34
отмени будильник на 10 минут пожалуйста,1,pos_cmd_timer__15
останови таймер на завтра утром пожалуйста!,1,pos_cmd_timer__01
"эм, сколько будет 17 умножить на 23 пожалуйста",1,pos_q_info__17
нв покажи гэомкость на 30 процентов пожалуйста!,1,pos_mix__26
… какой прогноз на выходные,1,pos_q_weather__02
"папа, включи свет",0,neg_cmd_to_person__27
мама посмотри что там пожалуйста,0,neg_cmd_to_person__33
эм слушай умеешь регулярку для email пожалуйста,1,pos_mix__20
вороче м убаву заметку про идеи,1,pos_mix__29
так повтори ещё…,1,pos_dialog_control__03
"эм, пап, посмоти что та пожалуйста",0,neg_cmd_to_person__21
такпоставь радио на 30 прцентов пожалуйста,1,pos_cmd_media__29
"м м, аня, напомни мне…",0,neg_cmd_to_person__19
я не уверен что это хрошая идея в общем,0,neg_statement_random__00
"… Катя, перезвони позже",0,neg_cmd_to_person__35
эм добавь пример на python,1,pos_mix__27
ну выключи трек для работы пожалуйста,1,pos_cmd_media__11
эм сестра поставь…,0,neg_cmd_to_person__08
"мм, в холодильнике почти ничего нет.",0,neg_misc__17
мм перефразируй описание коротко,1,pos_cmd_text__12
ъомоги разобраться с ошибкой в pyphon пожалуйста!,1,pos_help_tech__06
ну как настроить aec пожалуйста?,1,pos_help_tech__08
… пришло сообщение,0,neg_misc__33
ну мм я хочу спать,0,neg_statement_random__01
прибавь радио на 30 процентов пожалойста,1,pos_cmd_media__23
мне надо пзвонить мругу.,0,neg_statement_random__14
хм мне нужно закончить задачу,0,neg_statement_random__11
мм бабушка закажи пиццу,0,neg_cmd_to_person__30
"мм ну, игорь, объясни…",0,neg_cmd_to_person__19
"м, я не уверен что это хорошая идея",0,neg_statement_random__17
"хм, прибавь музыку для работы",1,pos_cmd_media__28
м ну убавь радио на 30 процентов,1,pos_cmd_media__29
